NAME,Total Population,Total Population Under 18,Total Households,Households w/ One or More Under 18,Households w/ One or More 65 and Over,Total Population - For Hispanic or Latino,Total Population Non-Hispanic or Latino,Total Population Hispanic or Latino,Total Population Race,Total Population - White,Total Population - Black or African American,American Indian or Alaska Native,Asian,Native Hawaiian or Other Pacific Islander,Some Other Race,Two or More Races - P3 Table,Two or More Races,Female ages something,state,county,tract,block,GEOID20,18 and younger,Ages 19-29,Ages 30-39,Ages 40-49,Ages 50-59,Ages 60-69,Ages 70-79,Ages 80 and older,ALAND20,AWATER20,total_sq_miles,Pop. Density,Pop. Density - 18 and younger,Pop. Density - Ages 30-39,Pop. Density - Ages 40-49,Pop. Density - Ages 50-59,Pop. Density - Ages 60-69,Pop. Density - Ages 70-79,Pop. Density - Ages 80 and older,Pop. Density - Total Population,Pop. Density - Total Population Under 18,Pop. Density - Total Households,Pop. Density - Households w/ One or More Under 18,Pop. Density - Households w/ One or More 65 and Over,Pop. Density - Total Population Non-Hispanic or Latino,Pop. Density - Total Population Hispanic or Latino,Pop. Density - Total Population Race,Pop. Density - Total Population - White,Pop. Density - Total Population - Black or African American,Pop. Density - American Indian or Alaska Native,Pop. Density - Asian,Pop. Density - Native Hawaiian or Other Pacific Islander,Pop. Density - Some Other Race,Pop. Density - Two or More Races
"Block 3003, Block Group 3, Census Tract 83.87, Denver County, Colorado",115,30,28,11,8,115,36,79,115,32,16,1,4,0,40,22,22,0,08,031,008387,3003,080310083873003,30,19,29,27,5,3,2,0,25221,0,0.0097378281,11809.6,3080.8,2978.1,2772.7,513.5,308.1,205.4,0.0,11809.6,3080.8,2875.4,1129.6,821.5,3696.9,8112.7,11809.6,3286.2,1643.1,102.7,410.8,0.0,4107.7,2259.2
"Block 3004, Block Group 3, Census Tract 83.87, Denver County, Colorado",119,42,32,19,5,119,70,49,119,16,50,0,5,0,36,12,12,4,08,031,008387,3004,080310083873004,51,14,21,11,11,10,1,2,23105,0,0.008920840499999999,13339.6,5717.0,2354.0,1233.1,1233.1,1121.0,112.1,224.2,13339.6,4708.1,3587.1,2129.8,560.5,7846.8,5492.8,13339.6,1793.6,5604.9,0.0,560.5,0.0,4035.5,1345.2
"Block 3005, Block Group 3, Census Tract 83.87, Denver County, Colorado",150,49,41,21,7,150,41,109,150,43,36,2,0,0,58,11,11,1,08,031,008387,3005,080310083873005,49,56,11,10,14,12,4,2,25915,0,0.0100057815,14991.3,4897.2,1099.4,999.4,1399.2,1199.3,399.8,199.9,14991.3,4897.2,4097.6,2098.8,699.6,4097.6,10893.7,14991.3,4297.5,3597.9,199.9,0.0,0.0,5796.6,1099.4
"Block 3006, Block Group 3, Census Tract 83.87, Denver County, Colorado",68,25,17,13,2,68,23,45,68,18,15,6,0,0,23,6,6,0,08,031,008387,3006,080310083873006,25,17,4,14,10,0,2,0,12891,0,0.0049772151,13662.3,5022.9,803.7,2812.8,2009.2,0.0,401.8,0.0,13662.3,5022.9,3415.6,2611.9,401.8,4621.1,9041.2,13662.3,3616.5,3013.7,1205.5,0.0,0.0,4621.1,1205.5
"Block 3007, Block Group 3, Census Tract 83.87, Denver County, Colorado",178,73,42,33,8,178,21,157,178,26,15,0,0,1,87,49,49,2,08,031,008387,3007,080310083873007,73,19,48,20,3,13,2,0,27158,0,0.0104857038,16975.5,6961.9,4577.7,1907.4,286.1,1239.8,190.7,0.0,16975.5,6961.9,4005.5,3147.1,762.9,2002.7,14972.8,16975.5,2479.6,1430.5,0.0,0.0,95.4,8297.0,4673.0
"Block 3008, Block Group 3, Census Tract 83.87, Denver County, Colorado",153,59,39,15,16,153,27,126,153,31,18,0,5,2,54,43,43,5,08,031,008387,3008,080310083873008,59,25,31,9,15,10,5,1,30752,0,0.0118733472,12886.0,4969.1,2610.9,758.0,1263.3,842.2,421.1,84.2,12886.0,4969.1,3284.7,1263.3,1347.6,2274.0,10612.0,12886.0,2610.9,1516.0,0.0,421.1,168.4,4548.0,3621.6
"Block 3009, Block Group 3, Census Tract 83.87, Denver County, Colorado",64,19,17,6,8,64,15,49,64,2,15,1,0,2,29,15,15,0,08,031,008387,3009,080310083873009,23,12,11,1,12,5,0,0,12644,0,0.0048818483999999995,13109.8,4711.3,2253.2,204.8,2458.1,1024.2,0.0,0.0,13109.8,3892.0,3482.3,1229.0,1638.7,3072.6,10037.2,13109.8,409.7,3072.6,204.8,0.0,409.7,5940.4,3072.6
"Block 3010, Block Group 3, Census Tract 83.87, Denver County, Colorado",76,23,20,3,7,76,32,44,76,4,22,5,2,0,26,17,17,0,08,031,008387,3010,080310083873010,26,18,4,9,4,12,3,0,20739,0,0.0080073279,9491.3,3247.0,499.5,1124.0,499.5,1498.6,374.7,0.0,9491.3,2872.4,2497.7,374.7,874.2,3996.3,5495.0,9491.3,499.5,2747.5,624.4,249.8,0.0,3247.0,2123.1
"Block 3011, Block Group 3, Census Tract 83.87, Denver County, Colorado",59,10,23,8,9,59,50,9,59,7,38,1,0,0,3,10,10,2,08,031,008387,3011,080310083873011,11,0,10,5,4,11,14,4,21623,0,0.0083486403,7067.0,1317.6,1197.8,598.9,479.1,1317.6,1676.9,479.1,7067.0,1197.8,2754.9,958.2,1078.0,5989.0,1078.0,7067.0,838.5,4551.6,119.8,0.0,0.0,359.3,1197.8
"Block 3000, Block Group 3, Census Tract 30.02, Denver County, Colorado",60,13,28,1,16,60,57,3,60,51,3,0,1,0,0,5,5,3,08,031,003002,3000,080310030023000,13,5,8,7,12,10,4,1,20491,0,0.0079115751,7583.8,1643.2,1011.2,884.8,1516.8,1264.0,505.6,126.4,7583.8,1643.2,3539.1,126.4,2022.4,7204.6,379.2,7583.8,6446.3,379.2,0.0,126.4,0.0,0.0,632.0
"Block 3001, Block Group 3, Census Tract 30.02, Denver County, Colorado",85,11,44,14,9,85,78,7,85,73,4,0,3,0,0,5,5,0,08,031,003002,3001,080310030023001,13,24,19,7,11,10,1,1,20392,0,0.0078733512,10795.9,1651.1,2413.2,889.1,1397.1,1270.1,127.0,127.0,10795.9,1397.1,5588.5,1778.2,1143.1,9906.8,889.1,10795.9,9271.8,508.0,0.0,381.0,0.0,0.0,635.1
"Block 3002, Block Group 3, Census Tract 30.02, Denver County, Colorado",68,10,35,1,11,68,65,3,68,61,0,0,0,0,1,6,6,0,08,031,003002,3002,080310030023002,10,7,28,5,0,7,11,0,20477,0,0.0079061697,8600.9,1264.8,3541.5,632.4,0.0,885.4,1391.3,0.0,8600.9,1264.8,4426.9,126.5,1391.3,8221.4,379.5,8600.9,7715.5,0.0,0.0,0.0,0.0,126.5,758.9
"Block 3003, Block Group 3, Census Tract 30.02, Denver County, Colorado",33,4,17,3,7,33,30,3,33,29,1,0,0,0,0,3,3,0,08,031,003002,3003,080310030023003,4,28,0,0,1,0,0,0,21312,0,0.0082285632,4010.4,486.1,0.0,0.0,121.5,0.0,0.0,0.0,4010.4,486.1,2066.0,364.6,850.7,3645.8,364.6,4010.4,3524.3,121.5,0.0,0.0,0.0,0.0,364.6
"Block 3004, Block Group 3, Census Tract 30.02, Denver County, Colorado",30,1,18,15,0,30,21,9,30,19,0,3,0,0,2,6,6,3,08,031,003002,3004,080310030023004,1,7,11,6,0,5,0,0,21211,0,0.0081895671,3663.2,122.1,1343.2,732.6,0.0,610.5,0.0,0.0,3663.2,122.1,2197.9,1831.6,0.0,2564.2,1099.0,3663.2,2320.0,0.0,366.3,0.0,0.0,244.2,732.6
"Block 3005, Block Group 3, Census Tract 30.02, Denver County, Colorado",74,11,36,14,0,74,60,14,74,62,0,0,2,0,1,9,9,1,08,031,003002,3005,080310030023005,11,22,15,11,11,2,2,0,20053,0,0.0077424633,9557.7,1420.7,1937.4,1420.7,1420.7,258.3,258.3,0.0,9557.7,1420.7,4649.7,1808.2,0.0,7749.5,1808.2,9557.7,8007.8,0.0,0.0,258.3,0.0,129.2,1162.4
"Block 3006, Block Group 3, Census Tract 30.02, Denver County, Colorado",102,9,52,4,2,102,91,11,102,75,4,2,2,0,6,13,13,3,08,031,003002,3006,080310030023006,11,19,27,18,3,15,8,1,19975,0,0.0077123475,13225.5,1426.3,3500.9,2333.9,389.0,1944.9,1037.3,129.7,13225.5,1167.0,6742.4,518.6,259.3,11799.3,1426.3,13225.5,9724.7,518.6,259.3,259.3,0.0,778.0,1685.6
"Block 3007, Block Group 3, Census Tract 30.02, Denver County, Colorado",49,9,27,9,7,49,40,9,49,37,0,1,0,0,3,8,8,0,08,031,003002,3007,080310030023007,9,4,13,2,8,8,4,1,20168,0,0.0077868647999999995,6292.6,1155.8,1669.5,256.8,1027.4,1027.4,513.7,128.4,6292.6,1155.8,3467.4,1155.8,898.9,5136.9,1155.8,6292.6,4751.6,0.0,128.4,0.0,0.0,385.3,1027.4
"Block 3009, Block Group 3, Census Tract 30.02, Denver County, Colorado",61,8,27,4,0,61,54,7,61,49,3,0,0,0,3,6,6,0,08,031,003002,3009,080310030023009,8,22,11,4,15,1,0,0,19944,0,0.0077003784,7921.7,1038.9,1428.5,519.5,1948.0,129.9,0.0,0.0,7921.7,1038.9,3506.3,519.5,0.0,7012.6,909.0,7921.7,6363.3,389.6,0.0,0.0,0.0,389.6,779.2
"Block 3010, Block Group 3, Census Tract 30.02, Denver County, Colorado",39,9,12,3,2,39,37,2,39,38,0,0,0,0,1,0,0,0,08,031,003002,3010,080310030023010,9,0,11,4,13,2,0,0,21164,0,0.0081714204,4772.7,1101.4,1346.2,489.5,1590.9,244.8,0.0,0.0,4772.7,1101.4,1468.5,367.1,244.8,4528.0,244.8,4772.7,4650.4,0.0,0.0,0.0,0.0,122.4,0.0
"Block 3013, Block Group 3, Census Tract 31.02, Denver County, Colorado",30,5,7,2,1,30,16,14,30,14,3,2,0,0,2,9,9,0,08,031,003102,3013,080310031023013,5,9,5,5,2,3,1,0,8274,0,0.0031945914,9390.9,1565.1,1565.1,1565.1,626.1,939.1,313.0,0.0,9390.9,1565.1,2191.2,626.1,313.0,5008.5,4382.4,9390.9,4382.4,939.1,626.1,0.0,0.0,626.1,2817.3
"Block 3010, Block Group 3, Census Tract 31.02, Denver County, Colorado",10,1,0,0,0,10,8,2,10,3,1,0,0,0,1,5,5,0,08,031,003102,3010,080310031023010,1,4,1,2,1,1,0,0,10385,0,0.0040096485,2494.0,249.4,249.4,498.8,249.4,249.4,0.0,0.0,2494.0,249.4,0.0,0.0,0.0,1995.2,498.8,2494.0,748.2,249.4,0.0,0.0,0.0,249.4,1247.0
"Block 3012, Block Group 3, Census Tract 31.02, Denver County, Colorado",44,2,18,4,6,44,38,6,44,31,8,0,2,0,0,3,3,0,08,031,003102,3012,080310031023012,2,14,11,7,3,3,1,3,17827,0,0.0068830047,6392.6,290.6,1598.1,1017.0,435.9,435.9,145.3,435.9,6392.6,290.6,2615.1,581.1,871.7,5520.8,871.7,6392.6,4503.8,1162.3,0.0,290.6,0.0,0.0,435.9
"Block 4000, Block Group 4, Census Tract 31.02, Denver County, Colorado",100,15,56,8,14,100,84,16,100,74,9,0,0,0,6,11,11,0,08,031,003102,4000,080310031024000,15,21,38,13,7,6,0,0,24742,0,0.0095528862,10468.0,1570.2,3977.9,1360.8,732.8,628.1,0.0,0.0,10468.0,1570.2,5862.1,837.4,1465.5,8793.2,1674.9,10468.0,7746.3,942.1,0.0,0.0,0.0,628.1,1151.5
"Block 4001, Block Group 4, Census Tract 31.02, Denver County, Colorado",231,13,144,17,13,231,213,18,231,192,7,0,2,0,5,25,25,4,08,031,003102,4001,080310031024001,13,79,77,22,20,13,5,2,24960,0,0.009637056,23970.0,1349.0,7990.0,2282.9,2075.3,1349.0,518.8,207.5,23970.0,1349.0,14942.3,1764.0,1349.0,22102.2,1867.8,23970.0,19923.1,726.4,0.0,207.5,0.0,518.8,2594.2
"Block 4002, Block Group 4, Census Tract 31.02, Denver County, Colorado",154,19,88,14,12,154,146,8,154,138,9,0,5,0,1,1,1,0,08,031,003102,4002,080310031024002,19,52,34,30,7,5,6,1,25016,0,0.0096586776,15944.2,1967.1,3520.2,3106.0,724.7,517.7,621.2,103.5,15944.2,1967.1,9111.0,1449.5,1242.4,15115.9,828.3,15944.2,14287.7,931.8,0.0,517.7,0.0,103.5,103.5
"Block 4003, Block Group 4, Census Tract 31.02, Denver County, Colorado",34,2,8,0,1,34,30,4,34,29,2,0,0,0,0,3,3,0,08,031,003102,4003,080310031024003,2,14,6,9,1,1,1,0,26326,0,0.0101644686,3345.0,196.8,590.3,885.4,98.4,98.4,98.4,0.0,3345.0,196.8,787.1,0.0,98.4,2951.5,393.5,3345.0,2853.1,196.8,0.0,0.0,0.0,0.0,295.1
"Block 4005, Block Group 4, Census Tract 31.02, Denver County, Colorado",62,9,34,2,0,62,43,19,62,40,6,1,4,0,3,8,8,1,08,031,003102,4005,080310031024005,9,10,20,8,9,4,1,1,14767,0,0.0057015387,10874.3,1578.5,3507.8,1403.1,1578.5,701.6,175.4,175.4,10874.3,1578.5,5963.3,350.8,0.0,7541.8,3332.4,10874.3,7015.7,1052.3,175.4,701.6,0.0,526.2,1403.1
"Block 4012, Block Group 4, Census Tract 31.02, Denver County, Colorado",117,0,123,8,58,117,110,7,117,48,55,4,5,0,2,3,3,1,08,031,003102,4012,080310031024012,0,9,18,3,3,27,51,7,18144,0,0.0070053984,16701.4,0.0,2569.4,428.2,428.2,3854.2,7280.1,999.2,16701.4,0.0,17557.9,1142.0,8279.3,15702.2,999.2,16701.4,6851.9,7851.1,571.0,713.7,0.0,285.5,428.2
"Block 1000, Block Group 1, Census Tract 32.02, Denver County, Colorado",95,13,54,2,3,95,83,12,95,80,1,0,2,0,0,12,12,0,08,031,003202,1000,080310032021000,13,14,53,3,8,4,0,0,18802,0,0.0072594522,13086.4,1790.8,7300.8,413.3,1102.0,551.0,0.0,0.0,13086.4,1790.8,7438.6,275.5,413.3,11433.4,1653.0,13086.4,11020.1,137.8,0.0,275.5,0.0,0.0,1653.0
"Block 1001, Block Group 1, Census Tract 32.02, Denver County, Colorado",135,4,11,0,3,135,129,6,135,97,26,3,2,0,5,2,2,1,08,031,003202,1001,080310032021001,4,14,17,6,10,18,30,36,18664,0,0.0072061704,18733.9,555.1,2359.1,832.6,1387.7,2497.9,4163.1,4995.7,18733.9,555.1,1526.5,0.0,416.3,17901.3,832.6,18733.9,13460.7,3608.0,416.3,277.5,0.0,693.8,277.5
"Block 1002, Block Group 1, Census Tract 32.02, Denver County, Colorado",115,1,91,11,18,115,109,6,115,99,7,1,4,0,3,1,1,0,08,031,003202,1002,080310032021002,1,54,26,7,25,0,0,2,18740,0,0.007235514,15893.8,138.2,3593.4,967.5,3455.2,0.0,0.0,276.4,15893.8,138.2,12576.9,1520.3,2487.7,15064.6,829.2,15893.8,13682.5,967.5,138.2,552.8,0.0,414.6,138.2
"Block 1003, Block Group 1, Census Tract 32.02, Denver County, Colorado",115,3,83,9,11,115,93,22,115,80,12,0,0,0,11,12,12,0,08,031,003202,1003,080310032021003,4,33,29,17,18,7,7,2,11402,0,0.0044023122,26122.6,908.6,6587.4,3861.6,4088.8,1590.1,1590.1,454.3,26122.6,681.5,18853.7,2044.4,2498.7,21125.3,4997.4,26122.6,18172.3,2725.8,0.0,0.0,0.0,2498.7,2725.8
"Block 1004, Block Group 1, Census Tract 32.02, Denver County, Colorado",126,6,89,10,12,126,107,19,126,109,0,0,3,0,3,11,11,0,08,031,003202,1004,080310032021004,7,37,46,7,10,3,10,6,18457,0,0.0071262477,17681.1,982.3,6455.0,982.3,1403.3,421.0,1403.3,842.0,17681.1,842.0,12489.0,1403.3,1683.9,15014.9,2666.2,17681.1,15295.6,0.0,0.0,421.0,0.0,421.0,1543.6
"Block 4024, Block Group 4, Census Tract 9.02, Denver County, Colorado",82,28,20,13,5,82,10,72,82,13,2,2,3,0,56,6,6,2,08,031,000902,4024,080310009024024,28,12,15,11,8,4,4,0,18205,0,0.0070289505,11666.0,3983.5,2134.0,1565.0,1138.1,569.1,569.1,0.0,11666.0,3983.5,2845.4,1849.5,711.3,1422.7,10243.3,11666.0,1849.5,284.5,284.5,426.8,0.0,7967.0,853.6
"Block 3014, Block Group 3, Census Tract 68.12, Denver County, Colorado",371,28,251,22,72,371,339,32,371,265,24,3,27,0,28,24,24,0,08,031,006812,3014,080310068123014,29,75,105,44,49,38,13,19,74977,0,0.0289486197,12815.8,1001.8,3627.1,1519.9,1692.7,1312.7,449.1,656.3,12815.8,967.2,8670.5,760.0,2487.2,11710.4,1105.4,12815.8,9154.1,829.1,103.6,932.7,0.0,967.2,829.1
"Block 3017, Block Group 3, Census Tract 68.12, Denver County, Colorado",47,15,13,4,3,47,45,2,47,36,0,5,0,0,0,6,6,0,08,031,006812,3017,080310068123017,15,6,10,10,0,7,0,0,18768,0,0.0072463248,6486.0,2070.0,1380.0,1380.0,0.0,966.0,0.0,0.0,6486.0,2070.0,1794.0,552.0,414.0,6210.0,276.0,6486.0,4968.0,0.0,690.0,0.0,0.0,0.0,828.0
"Block 1000, Block Group 1, Census Tract 68.13, Denver County, Colorado",759,92,410,48,148,759,662,97,759,525,80,4,25,2,26,97,97,12,08,031,006813,1000,080310068131000,101,114,128,69,88,109,121,31,178235,0,0.0688165335,11029.3,1467.7,1860.0,1002.7,1278.8,1583.9,1758.3,450.5,11029.3,1336.9,5957.9,697.5,2150.6,9619.8,1409.5,11029.3,7629.0,1162.5,58.1,363.3,29.1,377.8,1409.5
"Block 1001, Block Group 1, Census Tract 68.13, Denver County, Colorado",250,26,111,17,57,250,219,31,250,185,20,0,4,0,4,37,37,3,08,031,006813,1001,080310068131001,27,28,30,15,33,65,27,25,342835,0,0.1323685935,1888.7,204.0,226.6,113.3,249.3,491.1,204.0,188.9,1888.7,196.4,838.6,128.4,430.6,1654.5,234.2,1888.7,1397.6,151.1,0.0,30.2,0.0,30.2,279.5
"Block 2000, Block Group 2, Census Tract 68.13, Denver County, Colorado",899,221,440,136,96,899,724,175,899,341,280,24,59,3,73,119,119,15,08,031,006813,2000,080310068132000,224,145,182,80,115,85,52,18,167887,0,0.0648211707,13868.9,3455.7,2807.7,1234.2,1774.1,1311.3,802.2,277.7,13868.9,3409.4,6787.9,2098.1,1481.0,11169.2,2699.7,13868.9,5260.6,4319.6,370.2,910.2,46.3,1126.2,1835.8
"Block 2001, Block Group 2, Census Tract 68.13, Denver County, Colorado",1437,299,708,158,97,1437,1086,351,1437,632,468,11,55,0,108,163,163,8,08,031,006813,2001,080310068132001,315,463,291,169,95,82,26,17,100196,0,0.0386856756,37145.5,8142.5,7522.2,4368.5,2455.7,2119.6,672.1,439.4,37145.5,7729.0,18301.3,4084.2,2507.4,28072.4,9073.1,37145.5,16336.8,12097.5,284.3,1421.7,0.0,2791.7,4213.4
"Block 3000, Block Group 3, Census Tract 68.13, Denver County, Colorado",1205,126,708,84,200,1205,1044,161,1205,694,271,27,46,0,64,103,103,11,08,031,006813,3000,080310068133000,133,369,229,100,84,82,86,130,252975,0,0.0976736475,12337.0,1361.7,2344.5,1023.8,860.0,839.5,880.5,1331.0,12337.0,1290.0,7248.6,860.0,2047.6,10688.7,1648.3,12337.0,7105.3,2774.5,276.4,471.0,0.0,655.2,1054.5
"Block 3003, Block Group 3, Census Tract 45.05, Denver County, Colorado",124,52,36,27,1,124,14,110,124,32,1,1,0,3,46,41,41,0,08,031,004505,3003,080310045053003,52,21,18,12,17,4,0,0,22772,0,0.0087922692,14103.3,5914.3,2047.3,1364.8,1933.5,454.9,0.0,0.0,14103.3,5914.3,4094.5,3070.9,113.7,1592.3,12511.0,14103.3,3639.6,113.7,113.7,0.0,341.2,5231.9,4663.2
"Block 3004, Block Group 3, Census Tract 45.05, Denver County, Colorado",106,33,31,9,14,106,22,84,106,37,11,4,2,1,28,23,23,0,08,031,004505,3004,080310045053004,39,31,25,7,3,1,0,0,19651,0,0.0075872511,13970.8,5140.2,3295.0,922.6,395.4,131.8,0.0,0.0,13970.8,4349.4,4085.8,1186.2,1845.2,2899.6,11071.2,13970.8,4876.6,1449.8,527.2,263.6,131.8,3690.4,3031.4
"Block 3005, Block Group 3, Census Tract 45.05, Denver County, Colorado",96,32,31,16,4,96,31,65,96,23,2,9,9,0,29,24,24,0,08,031,004505,3005,080310045053005,32,7,14,28,13,4,0,0,21161,0,0.0081702621,11749.9,3916.6,1713.5,3427.1,1591.1,489.6,0.0,0.0,11749.9,3916.6,3794.2,1958.3,489.6,3794.2,7955.7,11749.9,2815.1,244.8,1101.6,1101.6,0.0,3549.5,2937.5
"Block 3006, Block Group 3, Census Tract 45.05, Denver County, Colorado",76,9,22,11,2,76,25,51,76,20,8,0,5,0,20,23,23,0,08,031,004505,3006,080310045053006,9,25,12,4,11,9,4,3,20954,0,0.0080903394,9393.9,1112.4,1483.3,494.4,1359.6,1112.4,494.4,370.8,9393.9,1112.4,2719.3,1359.6,247.2,3090.1,6303.8,9393.9,2472.1,988.8,0.0,618.0,0.0,2472.1,2842.9
"Block 3007, Block Group 3, Census Tract 45.05, Denver County, Colorado",108,41,31,23,2,108,16,92,108,25,1,5,1,0,48,28,28,2,08,031,004505,3007,080310045053007,42,16,10,16,11,4,4,5,19526,0,0.0075389886,14325.5,5571.0,1326.4,2122.3,1459.1,530.6,530.6,663.2,14325.5,5438.4,4112.0,3050.8,265.3,2122.3,12203.2,14325.5,3316.1,132.6,663.2,132.6,0.0,6366.9,3714.0
"Block 3008, Block Group 3, Census Tract 45.05, Denver County, Colorado",114,25,28,12,6,114,32,82,114,51,2,1,1,1,38,20,20,2,08,031,004505,3008,080310045053008,27,27,13,27,9,8,3,0,22697,0,0.0087633117,13008.8,3081.0,1483.5,3081.0,1027.0,912.9,342.3,0.0,13008.8,2852.8,3195.1,1369.3,684.7,3651.6,9357.2,13008.8,5819.7,228.2,114.1,114.1,114.1,4336.3,2282.2
"Block 3009, Block Group 3, Census Tract 45.05, Denver County, Colorado",116,36,22,7,7,116,25,91,116,34,12,4,0,0,46,20,20,2,08,031,004505,3009,080310045053009,38,16,17,14,2,8,15,6,22793,0,0.0088003773,13181.3,4318.0,1931.7,1590.8,227.3,909.1,1704.5,681.8,13181.3,4090.7,2499.9,795.4,795.4,2840.8,10340.5,13181.3,3863.5,1363.6,454.5,0.0,0.0,5227.0,2272.6
"Block 3010, Block Group 3, Census Tract 45.05, Denver County, Colorado",64,11,20,3,2,64,28,36,64,18,4,5,3,3,20,11,11,1,08,031,004505,3010,080310045053010,13,14,13,1,13,4,4,2,19747,0,0.0076243167,8394.2,1705.1,1705.1,131.2,1705.1,524.6,524.6,262.3,8394.2,1442.8,2623.2,393.5,262.3,3672.5,4721.7,8394.2,2360.9,524.6,655.8,393.5,393.5,2623.2,1442.8
"Block 3011, Block Group 3, Census Tract 45.05, Denver County, Colorado",99,28,25,14,2,99,48,51,99,23,5,1,26,0,37,7,7,1,08,031,004505,3011,080310045053011,31,18,19,15,7,9,2,0,21181,0,0.0081779841,12105.7,3790.7,2323.3,1834.2,856.0,1100.5,244.6,0.0,12105.7,3423.8,3057.0,1711.9,244.6,5869.4,6236.3,12105.7,2812.4,611.4,122.3,3179.3,0.0,4524.3,856.0
"Block 1000, Block Group 1, Census Tract 45.06, Denver County, Colorado",79,23,22,15,0,79,17,62,79,17,9,0,5,0,26,22,22,0,08,031,004506,1000,080310045061000,26,15,11,13,13,0,2,0,17029,0,0.0065748969,12015.4,3954.4,1673.0,1977.2,1977.2,0.0,304.2,0.0,12015.4,3498.2,3346.1,2281.4,0.0,2585.6,9429.8,12015.4,2585.6,1368.8,0.0,760.5,0.0,3954.4,3346.1
"Block 1001, Block Group 1, Census Tract 45.06, Denver County, Colorado",59,12,19,5,7,59,11,48,59,28,0,0,2,0,9,20,20,0,08,031,004506,1001,080310045061001,12,14,15,7,7,5,2,0,20215,0,0.0078050115,7559.2,1537.5,1921.8,896.9,896.9,640.6,256.2,0.0,7559.2,1537.5,2434.3,640.6,896.9,1409.4,6149.9,7559.2,3587.4,0.0,0.0,256.2,0.0,1153.1,2562.5
"Block 1002, Block Group 1, Census Tract 45.06, Denver County, Colorado",133,33,27,19,5,133,20,113,133,49,4,8,0,0,50,22,22,0,08,031,004506,1002,080310045061002,39,40,14,18,14,7,1,1,20321,0,0.0078459381,16951.4,4970.7,1784.4,2294.2,1784.4,892.2,127.5,127.5,16951.4,4206.0,3441.3,2421.6,637.3,2549.1,14402.4,16951.4,6245.3,509.8,1019.6,0.0,0.0,6372.7,2804.0
"Block 1026, Block Group 1, Census Tract 68.12, Denver County, Colorado",14,4,0,0,0,14,14,0,14,5,0,0,6,0,0,3,3,0,08,031,006812,1026,080310068121026,4,1,1,1,1,1,2,3,35906,0,0.0138633066,1009.9,288.5,72.1,72.1,72.1,72.1,144.3,216.4,1009.9,288.5,0.0,0.0,0.0,1009.9,0.0,1009.9,360.7,0.0,0.0,432.8,0.0,0.0,216.4
"Block 1023, Block Group 1, Census Tract 68.12, Denver County, Colorado",31,3,1,0,1,31,26,5,31,20,3,0,0,1,0,7,7,0,08,031,006812,1023,080310068121023,3,6,6,5,10,1,0,0,17488,0,0.0067521168,4591.2,444.3,888.6,740.5,1481.0,148.1,0.0,0.0,4591.2,444.3,148.1,0.0,148.1,3850.6,740.5,4591.2,2962.0,444.3,0.0,0.0,148.1,0.0,1036.7
"Block 1024, Block Group 1, Census Tract 68.12, Denver County, Colorado",57,14,26,5,7,57,57,0,57,46,1,0,6,1,0,3,3,0,08,031,006812,1024,080310068121024,14,0,0,13,9,11,0,10,33611,0,0.0129772071,4392.3,1078.8,0.0,1001.8,693.5,847.6,0.0,770.6,4392.3,1078.8,2003.5,385.3,539.4,4392.3,0.0,4392.3,3544.7,77.1,0.0,462.3,77.1,0.0,231.2
"Block 1025, Block Group 1, Census Tract 68.12, Denver County, Colorado",36,12,12,6,4,36,33,3,36,31,0,0,1,0,0,4,4,0,08,031,006812,1025,080310068121025,14,5,5,4,1,3,0,4,16646,0,0.0064270206,5601.4,2178.3,778.0,622.4,155.6,466.8,0.0,622.4,5601.4,1867.1,1867.1,933.6,622.4,5134.6,466.8,5601.4,4823.4,0.0,0.0,155.6,0.0,0.0,622.4
"Block 2000, Block Group 2, Census Tract 68.12, Denver County, Colorado",25,4,10,2,0,25,24,1,25,18,0,0,0,0,2,5,5,0,08,031,006812,2000,080310068122000,4,0,13,0,2,5,0,1,53734,0,0.0207466974,1205.0,192.8,626.6,0.0,96.4,241.0,0.0,48.2,1205.0,192.8,482.0,96.4,0.0,1156.8,48.2,1205.0,867.6,0.0,0.0,0.0,0.0,96.4,241.0
"Block 2001, Block Group 2, Census Tract 68.12, Denver County, Colorado",45,5,22,4,3,45,40,5,45,40,0,0,3,0,0,2,2,2,08,031,006812,2001,080310068122001,5,5,7,8,1,14,5,0,29799,0,0.011505393899999999,3911.2,434.6,608.4,695.3,86.9,1216.8,434.6,0.0,3911.2,434.6,1912.1,347.7,260.7,3476.6,434.6,3911.2,3476.6,0.0,0.0,260.7,0.0,0.0,173.8
"Block 2002, Block Group 2, Census Tract 68.12, Denver County, Colorado",73,11,31,1,22,73,60,13,73,60,2,0,0,0,0,11,11,0,08,031,006812,2002,080310068122002,11,15,9,3,5,6,12,12,46552,0,0.0179737272,4061.5,612.0,500.7,166.9,278.2,333.8,667.6,667.6,4061.5,612.0,1724.7,55.6,1224.0,3338.2,723.3,4061.5,3338.2,111.3,0.0,0.0,0.0,0.0,612.0
"Block 2003, Block Group 2, Census Tract 68.12, Denver County, Colorado",101,22,23,13,4,101,99,2,101,83,0,0,2,0,1,15,15,0,08,031,006812,2003,080310068122003,22,8,4,20,5,14,6,24,45328,0,0.0175011408,5771.1,1257.1,228.6,1142.8,285.7,799.9,342.8,1371.3,5771.1,1257.1,1314.2,742.8,228.6,5656.8,114.3,5771.1,4742.5,0.0,0.0,114.3,0.0,57.1,857.1
